Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;0;0;0;;30;1.00;146.22;88.40;146.46;89.42;0.67;0.33;0.00;1.00;;5
filler-1_corrected;;1;;1;1;1;1;1;;30;1.00;210.05;115.41;211.31;118.62;0.87;0.13;0.80;0.20;;5
filler-2;;0;;1;1;1;1;0;;61;1.00;257.63;90.31;257.78;90.31;0.46;0.54;0.00;1.00;;10
filler-2_corrected;;1;;1;1;1;1;1;;61;0.98;379.57;116.15;383.44;117.69;0.61;0.39;0.61;0.39;;10
1.reference-lSRP-Right-shelf;;0;;1;1;1;1;0;;114;0.89;307.67;153.92;314.30;154.38;0.29;0.71;0.06;0.94;;19
1.reference-lSRP-Right-shelf_corrected;;1;;1;1;1;1;1;;114;0.68;22335.01;16178.06;22398.35;16217.11;0.35;0.65;0.30;0.70;;19
translation-far;;0;;1;1;0;0;0;;11;0.91;84.92;152.75;85.88;163.81;0.82;0.18;0.00;1.00;;2
translation-far_corrected;;1;;1;1;1;1;1;;11;0.91;1006.14;2830.23;1057.30;2973.31;0.82;0.18;0.64;0.36;;2
1.Shabam-Marketing-reference;;1;;1;1;1;1;1;;128;0.79;430.30;285.18;432.53;285.43;0.44;0.56;0.43;0.57;;21
1.Shabam-Marketing-reference_corrected;;1;;1;1;1;1;1;;128;0.77;8300.38;8423.90;8361.02;8462.92;0.55;0.45;0.66;0.34;;22
translation-individual;;0;;1;1;0;0;0;;11;1.00;171.84;60.12;189.13;62.81;0.27;0.73;0.00;1.00;;2
translation-individual_corrected;;0;;1;1;1;1;0;;11;1.00;168.19;101.47;180.67;102.14;0.91;0.09;0.18;0.82;;2
1.lSRP-pepper-individual;;0;;1;1;1;1;0;;70;0.99;173.84;106.45;174.23;107.01;0.00;1.00;0.16;0.84;;12
1.lSRP-pepper-individual_corrected;;1;;1;1;1;1;1;;70;0.67;479.62;220.49;497.13;221.31;0.14;0.86;0.24;0.76;;12
1-Shabam-reference-individual;;0;;1;1;0;0;0;;62;1.00;83.30;104.49;83.47;104.51;0.00;1.00;0.15;0.85;;10
1-Shabam-reference-individual_corrected;;0;;1;1;1;1;0;;62;0.82;347.16;283.05;363.55;287.84;0.00;1.00;0.19;0.81;;10
