Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;1;;1;1;1;1;1;;68;0.96;199.43;153.14;199.80;155.96;0.90;0.10;0.49;0.51;;8
filler-1_corrected;;1;;1;1;1;1;1;;68;0.72;622.08;300.27;627.20;302.06;0.65;0.35;0.47;0.53;;8
filler-2;;1;;1;1;1;1;1;;21;1.00;182.45;102.51;189.60;103.60;0.86;0.14;0.76;0.24;;2
filler-2_corrected;;1;;1;1;1;1;1;;21;0.86;485.06;245.94;488.52;251.09;0.52;0.48;0.71;0.29;;2
FULL_BAY_Current_cell1;;1;;1;1;1;1;1;;30;0.87;165.77;124.43;166.28;131.16;0.60;0.40;0.27;0.73;;4
FULL_BAY_Current_cell1_corrected;;1;;1;1;1;1;1;;30;0.77;248.70;176.27;248.80;185.55;0.53;0.47;0.57;0.43;;4
XXX-translation-1;;0;;1;1;0;0;1;;15;1.00;112.75;103.15;114.32;115.88;0.87;0.13;0.73;0.27;;2
XXX-translation-1_corrected;;0;;1;1;0;0;1;;15;1.00;134.17;143.56;135.02;153.71;0.60;0.40;0.80;0.20;;2
3_SHELVES_Current_cell1;;1;;1;1;1;1;1;;99;0.91;319.57;210.11;319.78;217.01;0.35;0.65;0.41;0.59;;11
3_SHELVES_Current_cell1_corrected;;1;;1;1;1;1;1;;99;0.76;331.38;294.21;333.31;301.08;0.20;0.80;0.59;0.41;;11
XXX-translation-2;;0;;1;1;1;1;0;;17;0.82;252.08;160.65;278.88;166.94;0.71;0.29;0.06;0.94;;2
XXX-translation-2_corrected;;0;;1;1;1;1;0;;17;0.82;209.70;191.34;211.48;195.66;0.94;0.06;0.18;0.82;;2
PRODUCT_SHOT_skinless_current_cell1;;0;;1;1;1;1;0;;122;1.00;134.99;130.38;136.83;132.60;0.97;0.03;0.81;0.19;;15
PRODUCT_SHOT_skinless_current_cell1_corrected;;1;;1;1;1;1;1;;122;0.86;207.20;191.38;207.23;193.66;0.67;0.33;0.87;0.13;;15
