Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
prod_cell1;;0;;1;1;0;0;0;;271;1.00;380.85;129.93;404.33;130.61;0.68;0.32;1.00;0.00;;11
prod_cell1_corrected;;0;;1;1;0;0;0;;271;0.80;777.08;429.86;841.97;434.84;0.73;0.27;1.00;0.00;;11
task2_prod_cell1;;0;;1;1;0;0;0;;396;0.87;329.34;310.58;329.81;316.98;0.33;0.67;1.00;0.00;;14
task2_prod_cell1_corrected;;0;;1;1;0;0;0;;396;0.88;400.97;296.81;405.98;314.68;0.44;0.56;1.00;0.00;;14
Cell1_12_YoBaby_Banana_Mango;;0;;1;1;0;0;0;;355;0.99;311.91;246.67;323.84;247.30;0.51;0.49;1.00;0.00;;13
Cell1_12_YoBaby_Banana_Mango_corrected;;0;;1;1;0;0;0;;355;1.00;289.69;207.82;295.93;213.21;0.65;0.35;1.00;0.00;;13
Cell1_21_Light_Fit_Strawberry;;0;;1;1;0;0;0;;72;0.93;321.56;140.54;369.79;163.51;0.63;0.38;1.00;0.00;;3
Cell1_21_Light_Fit_Strawberry_corrected;;0;;1;1;0;0;0;;72;1.00;309.38;85.13;355.80;96.91;0.68;0.32;1.00;0.00;;3
Cell1_22_Yokids_CherryBerryBase;;0;;1;1;0;0;0;;60;0.92;312.61;176.62;353.79;196.53;0.67;0.33;1.00;0.00;;2
Cell1_22_Yokids_CherryBerryBase_corrected;;0;;1;1;0;0;0;;60;1.00;272.65;110.69;305.67;115.73;0.70;0.30;1.00;0.00;;2
Cell1_11_Light_Fit_vanilla;;0;;1;1;0;0;0;;52;0.98;288.76;86.64;290.84;92.96;0.40;0.60;1.00;0.00;;2
Cell1_11_Light_Fit_vanilla_corrected;;0;;1;1;0;0;0;;52;1.00;269.10;44.62;271.47;47.85;0.58;0.42;1.00;0.00;;2
TargetC;;0;;1;1;0;0;0;;236;0.94;282.81;321.46;297.81;322.81;0.43;0.57;1.00;0.00;;10
TargetC_corrected;;0;;1;1;0;0;0;;236;1.00;275.22;296.40;292.27;303.59;0.55;0.45;1.00;0.00;;10
peapodB;;0;;1;1;1;1;0;;286;0.88;307.79;610.63;339.27;611.41;0.38;0.62;1.00;0.00;;12
peapodB_corrected;;0;;1;1;1;1;0;;286;1.00;276.74;563.83;302.23;567.14;0.53;0.47;1.00;0.00;;12
