Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;0;0;1;;124;0.92;137.40;171.31;138.85;171.39;0.62;0.38;0.90;0.10;;9
filler-1_corrected;;0;;1;0;1;1;0;;124;0.40;1290.87;1623.68;1344.05;1695.26;0.27;0.73;0.90;0.10;;9
filler-2;;1;;1;1;1;1;1;;187;0.97;226.55;149.40;228.06;150.66;0.55;0.45;0.86;0.14;;14
filler-2_corrected;;0;;1;0;1;1;1;;187;0.43;19218.25;7213.70;19234.38;7217.85;0.39;0.61;0.85;0.15;;14
FULL_BAY_IrishRecipe_cell4;;0;;1;1;1;1;0;;366;0.69;118.12;86.90;118.23;87.04;0.99;0.01;0.88;0.12;;27
FULL_BAY_IrishRecipe_cell4_corrected;;0;;1;0;1;1;1;;366;0.27;205.07;239.71;209.84;242.64;0.89;0.11;0.87;0.13;;27
XXX-translation-1;;0;;1;1;0;0;0;;21;1.00;111.71;99.27;114.44;101.16;0.90;0.10;0.81;0.19;;1
XXX-translation-1_corrected;;0;;1;1;1;1;0;;21;0.81;210.13;241.16;210.87;241.21;0.90;0.10;0.81;0.19;;1
3_SHELVES_IrishRecipe_cell4;;1;;1;1;1;1;1;;127;1.00;222.73;143.76;222.85;145.35;0.69;0.31;0.61;0.39;;9
3_SHELVES_IrishRecipe_cell4_corrected;;0;;1;0;1;1;1;;127;0.59;3237.80;2348.48;3302.71;2390.80;0.57;0.43;0.62;0.38;;9
XXX-translation-2;;0;;1;1;0;0;0;;21;1.00;216.42;40.36;237.49;41.53;0.76;0.24;1.00;0.00;;2
XXX-translation-2_corrected;;0;;1;0;1;1;0;;21;0.43;661.83;333.08;752.34;354.46;0.67;0.33;1.00;0.00;;2
PRODUCT_SHOT_skinless_IrishRecipe_cell4;;0;;1;1;0;0;0;;59;1.00;108.88;58.85;110.03;59.79;0.95;0.05;0.92;0.08;;5
PRODUCT_SHOT_skinless_IrishRecipe_cell4_corrected;;1;;1;1;1;1;1;;59;0.78;220.09;184.97;228.99;185.13;0.71;0.29;0.90;0.10;;5
