Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;0;1;1;1;0;;8;1.00;228.86;167.93;259.00;181.55;1.00;0.00;0.25;0.75;;2
filler-1_corrected;;0;;0;1;0;0;0;;8;1.00;131.70;19.75;145.57;20.26;1.00;0.00;0.88;0.13;;2
filler-2;;0;;1;1;1;1;0;;17;1.00;173.24;86.64;181.90;87.20;1.00;0.00;0.00;1.00;;3
filler-2_corrected;;0;;1;1;0;0;0;;17;1.00;116.43;22.24;118.28;22.69;1.00;0.00;0.82;0.18;;3
1.reference-lSRP-Right-shelf;;1;;1;1;1;1;1;;10;1.00;294.44;166.18;326.12;174.67;0.80;0.20;0.30;0.70;;2
1.reference-lSRP-Right-shelf_corrected;;0;;1;1;0;0;0;;10;1.00;137.24;33.91;137.77;33.92;1.00;0.00;0.80;0.20;;2
translation-far;;0;;0;1;1;1;0;;8;1.00;177.40;108.04;196.71;109.01;0.25;0.75;0.00;1.00;;1
translation-far_corrected;;0;;0;1;0;0;0;;8;1.00;62.21;12.83;66.33;13.56;0.88;0.13;1.00;0.00;;1
1.Shabam-Marketing-reference;;1;;1;1;1;1;1;;109;0.96;292.48;159.93;293.06;160.12;0.81;0.19;0.25;0.75;;21
1.Shabam-Marketing-reference_corrected;;0;;1;1;0;0;1;;109;1.00;315.21;63.71;316.01;64.06;0.79;0.21;0.73;0.27;;21
translation-individual;;0;;0;1;1;1;1;;5;1.00;299.68;87.03;306.52;88.72;0.80;0.20;0.80;0.20;;1
translation-individual_corrected;;0;;0;1;0;0;0;;5;1.00;63.22;13.46;63.77;13.93;0.20;0.80;1.00;0.00;;1
1-Shabam-reference-individual;;0;;1;1;0;0;0;;10;1.00;102.60;52.85;106.92;56.02;0.80;0.20;0.00;1.00;;2
1-Shabam-reference-individual_corrected;;0;;1;1;0;0;0;;10;1.00;78.84;15.93;78.84;16.14;1.00;0.00;1.00;0.00;;2
1.lSRP-pepper-individual;;0;;0;1;0;0;0;;9;1.00;149.86;80.39;151.09;80.94;0.78;0.22;0.00;1.00;;1
1.lSRP-pepper-individual_corrected;;0;;0;1;0;0;0;;9;1.00;83.47;16.68;90.38;18.18;1.00;0.00;1.00;0.00;;1
