Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;0;1;1;0;;114;0.61;349.41;391.43;360.68;419.71;0.46;0.54;0.04;0.96;;10
filler-1_corrected;;0;;1;0;1;1;1;;114;0.50;7489.00;7337.05;7489.04;7392.62;0.57;0.43;0.45;0.55;;10
filler-2;;1;;1;1;1;1;1;;191;0.72;316.65;370.98;316.79;381.51;0.56;0.44;0.17;0.83;;17
filler-2_corrected;;0;;1;0;1;1;1;;191;0.62;2828.32;2186.46;2833.93;2189.15;0.59;0.41;0.38;0.62;;17
1.reference-lSRP-Right-shelf;;1;;1;1;1;1;1;;196;0.93;362.90;233.78;373.37;239.25;0.35;0.65;0.38;0.62;;17
1.reference-lSRP-Right-shelf_corrected;;1;;1;1;1;1;1;;196;0.95;478.52;221.10;488.32;222.95;0.36;0.64;0.53;0.47;;17
translation-far;;0;;1;1;0;0;1;;39;1.00;128.49;81.74;133.58;83.05;0.82;0.18;0.59;0.41;;3
translation-far_corrected;;0;;1;1;0;0;0;;39;1.00;154.11;51.03;158.06;51.49;0.79;0.21;0.92;0.08;;3
1.Shabam-Marketing-reference;;1;;1;1;1;1;1;;497;0.82;531.56;196.73;534.54;197.00;0.54;0.46;0.69;0.31;;46
1.Shabam-Marketing-reference_corrected;;1;;1;1;1;1;1;;497;0.84;609.98;152.32;610.18;153.27;0.54;0.46;0.84;0.16;;46
1-Shabam-reference-individual;;1;;1;1;1;1;1;;81;0.99;206.86;180.53;207.35;181.30;0.46;0.54;0.46;0.54;;7
1-Shabam-reference-individual_corrected;;1;;1;1;1;1;1;;81;0.98;273.54;131.38;280.53;137.06;0.52;0.48;0.65;0.35;;7
translation-individual;;0;;1;1;0;0;0;;34;1.00;54.09;81.60;54.09;86.26;0.91;0.09;0.79;0.21;;3
translation-individual_corrected;;0;;1;1;0;0;0;;34;1.00;71.16;55.08;71.78;58.70;0.85;0.15;0.97;0.03;;3
1.lSRP-pepper-individual;;0;;1;1;0;0;1;;67;1.00;126.11;203.16;128.04;215.70;0.30;0.70;0.55;0.45;;6
1.lSRP-pepper-individual_corrected;;0;;1;1;0;0;1;;67;1.00;150.23;159.63;150.27;184.90;0.24;0.76;0.64;0.36;;6
