Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;1;1;0;;120;0,82;265,94;99,40;266,21;99,64;0,97;0,03;0,23;0,78;;6
filler-1_corrected;;0;;1;0;1;1;1;;120;0,29;21737,22;10246,49;21740,18;10254,47;0,80;0,20;0,58;0,43;;6
filler-2;;1;;1;1;1;1;1;;178;0,99;327,70;92,93;330,53;93,41;0,68;0,32;0,24;0,76;;10
filler-2_corrected;;0;;1;0;1;1;1;;178;0,43;87268,16;113729,40;87789,05;114198,91;0,76;0,24;0,56;0,44;;10
FULL_BAY_Current_cell1;;0;;1;1;0;0;0;;76;0,97;114,08;65,81;114,92;65,93;0,63;0,37;0,00;1,00;;4
FULL_BAY_Current_cell1_corrected;;0;;1;0;1;1;0;;76;0,54;251,22;128,59;256,98;134,17;0,26;0,74;0,05;0,95;;4
XXX-translation-1;;0;;1;1;0;0;0;;47;1,00;163,65;53,76;165,81;54,14;0,91;0,09;0,00;1,00;;3
XXX-translation-1_corrected;;0;;1;1;0;0;0;;47;0,87;170,76;70,54;171,41;70,54;0,11;0,89;0,00;1,00;;3
3_SHELVES_Current_cell1;;0;;1;1;0;1;0;;93;0,97;185,74;84,90;190,12;85,12;0,28;0,72;0,02;0,98;;5
3_SHELVES_Current_cell1_corrected;;0;;1;1;1;1;0;;93;0,92;960,37;971,37;975,70;982,04;0,15;0,85;0,05;0,95;;5
XXX-translation-2;;0;;1;1;0;0;0;;61;0,98;211,16;63,24;221,37;64,55;0,69;0,31;0,00;1,00;;3
XXX-translation-2_corrected;;0;;1;1;1;1;0;;61;0,95;263,20;95,30;272,33;95,50;0,39;0,61;0,00;1,00;;3
PRODUCT_SHOT_skinless_current_cell1;;0;;1;1;1;1;0;;191;1,00;158,16;87,32;162,67;87,88;0,73;0,27;0,05;0,95;;11
PRODUCT_SHOT_skinless_current_cell1_corrected;;1;;1;1;1;1;1;;191;0,86;2256,31;2287,72;2274,66;2305,55;0,21;0,79;0,11;0,89;;11
