Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;1;;1;1;1;1;1;;68;0.96;256.84;189.37;262.12;191.33;0.31;0.69;0.72;0.28;;8
filler-1_corrected;;1;;1;1;1;1;1;;68;1.00;238.04;171.61;242.40;171.96;0.34;0.66;0.69;0.31;;8
filler-2;;1;;1;1;1;1;1;;79;0.87;442.45;245.16;455.04;246.26;0.41;0.59;0.82;0.18;;9
filler-2_corrected;;1;;1;1;1;1;1;;79;0.94;408.10;303.34;413.75;308.21;0.41;0.59;0.80;0.20;;9
FULL_BAY_Current_cell1;;1;;1;1;1;1;1;;34;0.97;116.52;169.09;117.99;169.44;0.53;0.47;0.62;0.38;;4
FULL_BAY_Current_cell1_corrected;;1;;1;1;1;1;1;;34;0.94;115.14;177.18;116.88;179.71;0.53;0.47;0.53;0.47;;4
XXX-translation-1;;0;;1;1;0;0;0;;15;1.00;52.05;52.17;55.83;53.83;0.73;0.27;1.00;0.00;;2
XXX-translation-1_corrected;;0;;1;1;0;0;0;;15;1.00;50.12;46.32;54.42;47.62;0.80;0.20;1.00;0.00;;2
3_SHELVES_Current_cell1;;1;;1;1;1;1;1;;107;0.80;204.95;294.07;208.40;295.23;0.17;0.83;0.79;0.21;;11
3_SHELVES_Current_cell1_corrected;;1;;1;1;1;1;1;;107;0.89;217.72;415.56;218.64;416.81;0.18;0.82;0.74;0.26;;11
XXX-translation-2;;0;;1;1;0;1;0;;17;1.00;157.24;196.11;170.28;207.36;0.06;0.94;0.82;0.18;;2
XXX-translation-2_corrected;;1;;1;1;1;1;1;;17;0.94;176.63;199.78;190.72;214.30;0.18;0.82;0.82;0.18;;2
PRODUCT_SHOT_skinless_current_cell1;;0;;1;1;1;1;0;;90;1.00;131.22;111.90;131.35;112.86;0.20;0.80;0.92;0.08;;11
PRODUCT_SHOT_skinless_current_cell1_corrected;;0;;1;1;1;1;0;;90;1.00;133.25;105.76;133.31;106.87;0.28;0.72;0.91;0.09;;11
