Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
prod_cell1;;0;;1;1;0;0;0;;50;0.78;289.97;433.18;294.40;434.52;0.10;0.90;0.98;0.02;;5
prod_cell1_corrected;;0;;1;1;0;0;0;;50;0.98;389.62;480.19;393.77;484.23;0.10;0.90;0.98;0.02;;5
task2_prod_cell1;;0;;1;1;0;0;0;;40;0.90;219.09;446.29;230.35;452.03;0.00;1.00;0.98;0.03;;5
task2_prod_cell1_corrected;;0;;1;1;0;0;0;;40;0.83;460.46;365.89;478.21;365.95;0.68;0.33;1.00;0.00;;5
Cell1_12_YoBaby_Banana_Mango;;0;;1;0;0;0;0;;60;0.65;419.32;139.89;420.90;144.41;0.12;0.88;1.00;0.00;;6
Cell1_12_YoBaby_Banana_Mango_corrected;;0;;1;0;0;0;0;;60;0.48;793.66;464.37;810.14;481.44;0.23;0.77;1.00;0.00;;6
Cell1_21_Light_Fit_Strawberry;;0;;1;0;0;0;0;;23;0.57;376.98;135.78;380.08;139.43;0.09;0.91;1.00;0.00;;2
Cell1_21_Light_Fit_Strawberry_corrected;;0;;1;0;0;0;0;;23;0.39;750.55;472.82;758.08;477.70;0.30;0.70;1.00;0.00;;2
Cell1_11_Light_Fit_vanilla;;0;;1;1;0;0;0;;17;0.82;330.63;134.90;394.39;144.72;0.06;0.94;1.00;0.00;;2
Cell1_11_Light_Fit_vanilla_corrected;;0;;1;0;0;0;0;;17;0.65;639.51;409.22;757.76;461.80;0.53;0.47;1.00;0.00;;2
Cell1_22_Yokids_CherryBerryBase;;0;;1;1;0;0;0;;28;0.93;273.39;85.19;296.93;86.26;0.39;0.61;1.00;0.00;;3
Cell1_22_Yokids_CherryBerryBase_corrected;;0;;1;1;0;0;0;;28;0.86;502.44;280.69;527.37;296.29;0.79;0.21;1.00;0.00;;3
TargetC;;0;;1;1;0;0;0;;43;0.93;251.12;131.24;254.03;131.29;0.19;0.81;1.00;0.00;;4
TargetC_corrected;;0;;1;1;0;0;0;;43;0.74;436.88;316.80;467.18;316.80;0.51;0.49;1.00;0.00;;4
peapodB;;0;;1;1;0;0;0;;31;0.74;285.11;107.09;286.62;108.18;0.13;0.87;1.00;0.00;;3
peapodB_corrected;;0;;1;0;0;0;0;;31;0.61;472.12;243.04;484.26;248.31;0.16;0.84;1.00;0.00;;3
