Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;1;;1;1;1;1;1;;104;1.00;316.83;102.18;336.41;102.45;0.72;0.28;0.30;0.70;;4
filler-1_corrected;;1;;1;1;1;1;1;;104;0.91;338.90;108.19;361.71;108.25;0.73;0.27;0.40;0.60;;4
filler-2;;0;;1;1;1;1;0;;137;1.00;337.76;95.81;340.24;96.45;0.58;0.42;0.09;0.91;;5
filler-2_corrected;;1;;1;1;1;1;1;;137;1.00;350.68;97.11;354.55;97.95;0.61;0.39;0.15;0.85;;5
FULL_BAY_IrishRecipe_cell4;;0;;1;1;1;1;0;;146;1.00;80.34;140.75;81.05;156.87;0.09;0.91;0.14;0.86;;6
FULL_BAY_IrishRecipe_cell4_corrected;;0;;1;1;1;1;0;;146;1.00;82.78;146.62;83.39;163.91;0.10;0.90;0.14;0.86;;6
XXX-translation-1;;0;;1;1;0;0;0;;40;1.00;80.89;70.89;87.90;72.57;0.00;1.00;0.08;0.93;;2
XXX-translation-1_corrected;;0;;1;1;0;0;0;;40;1.00;83.57;72.33;90.95;73.79;0.00;1.00;0.08;0.93;;2
3_SHELVES_IrishRecipe_cell4;;0;;1;1;0;0;0;;377;1.00;228.48;64.21;255.85;65.91;0.09;0.91;0.00;1.00;;15
3_SHELVES_IrishRecipe_cell4_corrected;;0;;1;1;0;0;0;;377;1.00;232.03;64.66;260.04;66.66;0.09;0.91;0.01;0.99;;15
XXX-translation-2;;1;;1;1;1;1;1;;42;1.00;211.91;108.12;237.63;116.19;0.14;0.86;0.38;0.62;;2
XXX-translation-2_corrected;;1;;1;1;1;1;1;;42;1.00;216.55;112.77;242.70;120.87;0.21;0.79;0.50;0.50;;2
PRODUCT_SHOT_skinless_IrishRecipe_cell4;;0;;1;1;1;1;0;;293;1.00;135.02;88.47;140.21;88.47;0.04;0.96;0.10;0.90;;13
PRODUCT_SHOT_skinless_IrishRecipe_cell4_corrected;;0;;1;1;1;1;0;;293;1.00;136.55;92.05;141.78;92.05;0.06;0.94;0.16;0.84;;13
