Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;0;0;0;;11;1.00;158.00;82.65;158.01;82.85;0.91;0.09;1.00;0.00;;1
filler-1_corrected;;1;;1;1;1;1;1;;11;0.73;429.49;210.92;446.98;220.13;0.82;0.18;0.73;0.27;;1
filler-2;;1;;1;1;1;1;1;;19;0.89;327.33;219.91;331.99;250.95;0.42;0.58;0.74;0.26;;2
filler-2_corrected;;0;;1;0;1;1;1;;19;0.58;637.89;561.70;648.80;565.55;0.42;0.58;0.74;0.26;;2
1.reference-lSRP-Right-shelf;;1;;1;1;1;1;1;;64;0.81;378.98;314.35;383.66;316.70;0.61;0.39;0.33;0.67;;9
1.reference-lSRP-Right-shelf_corrected;;0;;1;0;1;1;1;;64;0.42;1018.44;325.94;1069.46;333.33;0.69;0.31;0.19;0.81;;9
translation-far;;0;;1;1;1;1;0;;18;1.00;188.70;199.84;193.77;201.42;1.00;0.00;0.50;0.50;;3
translation-far_corrected;;0;;1;0;1;1;0;;18;0.28;29881.23;16748.25;30875.83;17296.61;1.00;0.00;0.39;0.61;;3
1.Shabam-Marketing-reference;;1;;1;1;1;1;1;;146;0.86;317.37;202.16;320.29;202.16;0.57;0.43;0.14;0.86;;21
1.Shabam-Marketing-reference_corrected;;0;;1;0;1;1;0;;146;0.58;465.36;299.96;467.34;301.26;0.65;0.35;0.05;0.95;;21
translation-individual;;0;;0;1;1;1;0;;7;0.86;257.86;228.31;262.37;237.11;1.00;0.00;0.43;0.57;;1
translation-individual_corrected;;0;;0;0;1;1;0;;7;0.43;984.66;565.29;985.41;590.30;1.00;0.00;0.29;0.71;;1
1-Shabam-reference-individual;;1;;1;1;1;1;1;;32;1.00;251.90;176.62;259.93;191.09;0.50;0.50;0.28;0.72;;4
1-Shabam-reference-individual_corrected;;1;;1;1;1;1;1;;32;0.97;323.37;263.90;335.21;292.10;0.56;0.44;0.25;0.75;;4
1.lSRP-pepper-individual;;1;;1;1;1;1;1;;12;1.00;195.86;94.16;195.93;95.24;0.67;0.33;0.25;0.75;;1
1.lSRP-pepper-individual_corrected;;0;;1;1;1;1;0;;12;0.83;345.23;160.70;351.97;168.93;0.58;0.42;0.08;0.92;;1
