Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;1;;1;1;0;1;1;;54;1.00;158.79;168.48;161.92;168.82;0.41;0.59;0.57;0.43;;2
filler-1_corrected;;0;;1;1;0;0;1;;54;0.94;156.68;232.00;159.79;236.47;0.74;0.26;0.56;0.44;;2
filler-2;;0;;1;1;1;1;0;;90;0.93;264.83;174.69;270.13;176.18;0.07;0.93;0.58;0.42;;3
filler-2_corrected;;1;;1;1;1;1;1;;90;0.88;314.04;254.70;316.87;261.34;0.19;0.81;0.59;0.41;;3
FULL_BAY_IrishRecipe_cell4;;0;;1;1;1;1;0;;313;0.72;130.96;171.69;131.82;172.39;0.09;0.91;0.25;0.75;;12
FULL_BAY_IrishRecipe_cell4_corrected;;0;;1;0;1;1;1;;313;0.65;137.61;301.95;141.92;301.96;0.30;0.70;0.27;0.73;;12
XXX-translation-1;;0;;1;1;0;0;0;;53;0.91;96.56;314.84;100.02;338.88;0.06;0.94;0.47;0.53;;2
XXX-translation-1_corrected;;0;;1;1;1;1;0;;53;0.74;220.58;2031.91;222.51;2110.44;0.08;0.92;0.47;0.53;;2
3_SHELVES_IrishRecipe_cell4;;1;;1;1;1;1;1;;371;0.85;334.58;393.79;337.83;397.99;0.36;0.64;0.53;0.47;;14
3_SHELVES_IrishRecipe_cell4_corrected;;1;;1;1;1;1;1;;371;0.74;1512.43;16119.29;1512.52;16120.98;0.44;0.56;0.55;0.45;;14
XXX-translation-2;;1;;1;1;1;1;1;;50;1.00;170.76;121.46;175.48;124.37;0.84;0.16;0.78;0.22;;2
XXX-translation-2_corrected;;1;;1;1;1;1;1;;50;1.00;181.91;153.43;187.37;157.93;0.86;0.14;0.78;0.22;;2
PRODUCT_SHOT_skinless_IrishRecipe_cell4;;0;;1;1;1;1;0;;165;0.98;168.05;124.54;174.83;124.58;0.07;0.93;0.64;0.36;;8
PRODUCT_SHOT_skinless_IrishRecipe_cell4_corrected;;1;;1;1;1;1;1;;165;0.96;187.00;167.43;192.80;167.77;0.39;0.61;0.65;0.35;;8
