Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;1;;1;1;1;1;1;;11;0.82;222.19;258.68;228.34;278.13;0.18;0.82;0.55;0.45;;3
filler-1_corrected;;1;;1;1;1;1;1;;11;0.82;1674.95;570.65;1693.84;582.21;0.55;0.45;0.36;0.64;;3
filler-2;;0;;0;1;0;0;0;;2;1.00;26.50;58.50;26.50;58.50;0.00;1.00;0.50;0.50;;1
filler-2_corrected;;0;;0;1;0;0;0;;2;1.00;163.00;49.00;163.00;49.00;0.00;1.00;0.50;0.50;;1
1.reference-lSRP-Right-shelf;;0;;1;0;1;1;1;;53;0.47;565.78;273.23;675.76;280.29;0.68;0.32;0.81;0.19;;8
1.reference-lSRP-Right-shelf_corrected;;0;;1;0;1;1;1;;53;0.49;1557.76;663.78;1557.96;665.24;0.83;0.17;0.43;0.57;;8
translation-far;;0;;1;0;0;0;0;;13;0.23;139.89;94.98;146.88;100.91;1.00;0.00;1.00;0.00;;3
translation-far_corrected;;0;;1;0;1;1;0;;13;0.46;2834.97;706.82;2975.42;728.35;0.92;0.08;0.46;0.54;;3
1.Shabam-Marketing-reference;;1;;1;1;1;1;1;;113;0.90;412.51;107.43;419.74;107.81;0.31;0.69;0.78;0.22;;25
1.Shabam-Marketing-reference_corrected;;1;;1;1;1;1;1;;113;0.69;7974.21;2819.13;8116.57;2880.55;0.62;0.38;0.67;0.33;;25
translation-individual;;0;;1;1;0;0;0;;10;1.00;132.15;180.05;132.40;189.59;0.10;0.90;0.70;0.30;;2
translation-individual_corrected;;0;;1;0;1;1;1;;10;0.60;2053.08;1533.40;2144.19;1631.71;0.80;0.20;0.80;0.20;;2
1-Shabam-reference-individual;;0;;1;1;0;1;0;;16;1.00;155.68;134.90;162.49;135.62;0.00;1.00;0.75;0.25;;3
1-Shabam-reference-individual_corrected;;1;;1;1;1;1;1;;16;0.75;3445.64;1405.69;3583.94;1457.36;0.50;0.50;0.69;0.31;;3
1.lSRP-pepper-individual;;0;;1;1;0;0;0;;26;1.00;108.76;118.57;109.60;118.78;0.00;1.00;0.69;0.31;;6
1.lSRP-pepper-individual_corrected;;0;;1;0;1;1;1;;26;0.54;5001.10;1914.84;5197.59;1992.53;0.12;0.88;0.58;0.42;;6
