Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;0;0;1;;90;1.00;143.44;80.15;145.85;81.78;0.88;0.12;0.53;0.47;;8
filler-1_corrected;;0;;1;1;1;1;0;;90;0.93;2582.18;361.53;2600.74;362.24;0.91;0.09;0.97;0.03;;8
filler-2;;0;;1;1;0;0;1;;25;1.00;161.96;72.46;167.47;72.90;0.56;0.44;0.72;0.28;;2
filler-2_corrected;;0;;1;1;1;1;0;;25;0.80;2249.61;445.81;2265.90;458.28;0.92;0.08;0.92;0.08;;2
1.reference-lSRP-Right-shelf;;1;;1;1;1;1;1;;209;0.84;500.48;185.47;501.12;185.68;0.44;0.56;0.49;0.51;;17
1.reference-lSRP-Right-shelf_corrected;;0;;1;1;1;1;0;;209;0.96;244.62;257.70;244.63;259.16;0.93;0.07;0.83;0.17;;17
translation-far;;1;;1;1;1;1;1;;23;0.96;270.53;137.16;285.22;141.81;0.35;0.65;0.52;0.48;;2
translation-far_corrected;;0;;1;1;0;0;0;;23;0.96;438.83;71.35;448.06;71.49;0.87;0.13;0.96;0.04;;2
1.Shabam-Marketing-reference;;1;;1;1;1;1;1;;184;0.78;378.76;231.88;399.64;233.50;0.27;0.73;0.80;0.20;;17
1.Shabam-Marketing-reference_corrected;;0;;1;1;1;1;0;;184;0.97;285.66;137.93;286.74;138.18;0.96;0.04;0.91;0.09;;17
1.lSRP-pepper-individual;;1;;1;1;1;1;1;;59;0.93;412.82;210.05;442.43;210.83;0.61;0.39;0.17;0.83;;5
1.lSRP-pepper-individual_corrected;;0;;1;1;0;0;0;;59;0.93;145.74;290.62;147.43;303.48;0.98;0.02;0.98;0.02;;5
1-Shabam-reference-individual;;1;;1;1;1;1;1;;34;0.97;272.31;120.98;273.15;122.20;0.24;0.76;0.44;0.56;;3
1-Shabam-reference-individual_corrected;;0;;1;1;1;1;0;;34;0.82;1128.62;208.49;1138.67;209.63;0.91;0.09;0.91;0.09;;3
translation-individual;;0;;1;1;0;0;0;;17;1.00;132.44;55.57;132.50;55.58;0.94;0.06;1.00;0.00;;1
translation-individual_corrected;;0;;1;1;0;0;0;;17;1.00;63.24;18.07;64.39;19.16;1.00;0.00;1.00;0.00;;1
