Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;0;0;1;;41;1.00;67.51;201.35;67.65;216.05;0.66;0.34;0.34;0.66;;3
filler-1_corrected;;0;;1;1;0;0;1;;41;0.71;74.55;325.01;74.90;342.70;0.39;0.61;0.73;0.27;;3
filler-2;;0;;1;1;0;0;1;;67;1.00;215.61;79.60;215.78;80.01;0.85;0.15;0.40;0.60;;4
filler-2_corrected;;0;;1;1;1;1;0;;67;0.82;226.63;136.58;226.99;137.30;0.66;0.34;0.97;0.03;;4
1.reference-lSRP-Right-shelf;;0;;1;1;0;0;0;;73;1.00;154.17;85.51;158.95;86.19;0.07;0.93;0.03;0.97;;4
1.reference-lSRP-Right-shelf_corrected;;0;;1;1;0;0;0;;73;0.99;147.98;149.12;155.92;149.19;0.07;0.93;0.63;0.37;;4
translation-far;;0;;1;1;0;0;1;;20;1.00;161.54;49.14;178.91;53.32;0.50;0.50;0.35;0.65;;1
translation-far_corrected;;0;;1;1;0;0;0;;20;0.80;143.84;74.50;161.17;80.46;0.05;0.95;1.00;0.00;;1
1.Shabam-Marketing-reference;;1;;1;1;1;1;1;;336;0.94;319.33;196.53;326.94;196.59;0.60;0.40;0.29;0.71;;22
1.Shabam-Marketing-reference_corrected;;1;;1;1;1;1;1;;336;0.76;312.63;397.07;316.94;399.49;0.44;0.56;0.76;0.24;;22
1.lSRP-pepper-individual;;0;;1;1;0;0;0;;149;1.00;134.06;131.30;139.41;131.30;0.07;0.93;0.56;0.44;;10
1.lSRP-pepper-individual_corrected;;0;;1;0;0;0;0;;149;0.58;117.41;200.36;121.09;200.80;0.01;0.99;0.95;0.05;;10
1-Shabam-reference-individual;;1;;1;1;1;1;1;;76;1.00;176.00;90.87;176.01;93.50;0.39;0.61;0.39;0.61;;5
1-Shabam-reference-individual_corrected;;0;;1;1;0;0;0;;76;0.76;152.84;142.12;152.85;145.23;0.25;0.75;1.00;0.00;;5
translation-individual;;0;;1;1;1;1;0;;22;1.00;170.61;104.46;173.58;108.51;0.45;0.55;1.00;0.00;;2
translation-individual_corrected;;0;;1;0;0;0;0;;22;0.23;149.72;145.67;151.43;150.86;0.23;0.77;1.00;0.00;;2
