Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;1;1;0;;132;1.00;195.70;99.18;196.07;99.21;0.72;0.28;0.08;0.92;;8
filler-1_corrected;;1;;1;1;1;1;1;;132;0.98;304.16;162.32;304.26;163.78;0.69;0.31;0.37;0.63;;8
filler-2;;1;;1;1;1;1;1;;282;0.99;217.35;122.79;219.53;122.94;0.71;0.29;0.19;0.81;;17
filler-2_corrected;;1;;1;1;1;1;1;;282;0.92;347.24;219.49;347.32;223.44;0.70;0.30;0.57;0.43;;17
1.reference-lSRP-Right-shelf;;0;;1;1;0;0;0;;53;1.00;266.53;70.75;266.56;71.46;0.85;0.15;0.09;0.91;;3
1.reference-lSRP-Right-shelf_corrected;;0;;1;1;1;1;0;;53;0.77;353.41;91.41;353.76;91.64;0.92;0.08;0.55;0.45;;3
translation-far;;0;;1;1;0;0;1;;32;1.00;112.21;94.26;118.05;95.68;0.59;0.41;0.34;0.66;;2
translation-far_corrected;;1;;1;1;1;1;1;;32;0.94;280.75;177.53;299.57;182.80;0.63;0.38;0.84;0.16;;2
1.Shabam-Marketing-reference;;1;;1;1;1;1;1;;614;0.94;387.98;163.26;387.99;166.13;0.49;0.51;0.35;0.65;;39
1.Shabam-Marketing-reference_corrected;;1;;1;1;1;1;1;;614;0.80;570.79;205.37;573.50;205.52;0.50;0.50;0.61;0.39;;39
translation-individual;;0;;1;1;0;0;0;;38;1.00;116.19;69.31;116.72;69.80;0.97;0.03;0.05;0.95;;2
translation-individual_corrected;;0;;1;1;1;1;0;;38;1.00;192.11;112.91;193.65;114.49;0.95;0.05;0.87;0.13;;2
1.lSRP-pepper-individual;;0;;1;1;0;0;1;;131;1.00;157.43;92.53;157.44;92.61;0.58;0.42;0.24;0.76;;8
1.lSRP-pepper-individual_corrected;;1;;1;1;1;1;1;;131;0.98;260.45;134.15;262.43;134.43;0.66;0.34;0.67;0.33;;8
1-Shabam-reference-individual;;0;;1;1;0;0;1;;110;1.00;134.26;98.11;136.46;98.11;0.71;0.29;0.30;0.70;;7
1-Shabam-reference-individual_corrected;;1;;1;1;1;1;1;;110;0.99;228.68;130.72;232.95;131.48;0.79;0.21;0.79;0.21;;7
