Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;0;1;1;1;;49;0.57;322.81;289.41;326.22;307.15;0.90;0.10;0.51;0.49;;7
filler-1_corrected;;0;;1;0;1;1;0;;49;0.49;693.38;198.02;694.02;231.88;0.57;0.43;0.96;0.04;;7
filler-2;;1;;1;1;1;1;1;;17;1.00;253.74;131.74;254.06;133.90;0.82;0.18;0.18;0.82;;2
filler-2_corrected;;0;;1;0;1;1;0;;17;0.59;1790.41;124.02;1892.25;130.13;0.76;0.24;0.94;0.06;;2
1.reference-lSRP-Right-shelf;;1;;1;1;1;1;1;;90;0.98;235.90;135.74;236.14;136.71;0.87;0.13;0.43;0.57;;13
1.reference-lSRP-Right-shelf_corrected;;1;;1;1;1;1;1;;90;0.72;2620.82;134.18;2622.50;134.21;0.14;0.86;0.80;0.20;;13
translation-far;;1;;1;1;1;1;1;;10;1.00;179.99;124.88;199.44;135.43;0.70;0.30;0.30;0.70;;1
translation-far_corrected;;1;;1;1;1;1;1;;10;0.80;1370.87;461.06;1381.08;476.07;0.50;0.50;0.50;0.50;;1
1.Shabam-Marketing-reference;;0;;1;1;1;1;0;;30;1.00;179.95;117.27;179.99;117.29;0.90;0.10;0.43;0.57;;5
1.Shabam-Marketing-reference_corrected;;0;;1;1;0;0;1;;30;0.73;917.67;77.90;917.94;78.35;0.23;0.77;0.67;0.33;;5
1-Shabam-reference-individual;;0;;1;1;1;1;0;;16;1.00;186.47;94.74;188.51;95.45;0.94;0.06;0.06;0.94;;3
1-Shabam-reference-individual_corrected;;0;;1;0;1;1;1;;16;0.25;13015.08;2026.74;13277.66;2087.79;0.44;0.56;0.56;0.44;;3
translation-individual;;0;;1;1;1;1;0;;11;1.00;257.16;94.26;263.78;99.23;0.73;0.27;0.00;1.00;;1
translation-individual_corrected;;0;;1;1;0;0;0;;11;0.82;517.44;43.86;538.44;45.57;0.73;0.27;1.00;0.00;;1
1.lSRP-pepper-individual;;0;;1;1;1;1;0;;14;0.93;192.61;175.84;193.47;183.63;1.00;0.00;0.14;0.86;;2
1.lSRP-pepper-individual_corrected;;1;;1;1;1;1;1;;14;0.71;2818.58;132.05;2904.46;135.52;0.64;0.36;0.86;0.14;;2
