Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;0;0;1;;52;1.00;88.99;95.77;89.19;99.49;0.65;0.35;0.56;0.44;;3
filler-1_corrected;;0;;1;1;0;0;1;;52;1.00;134.63;108.24;136.05;108.48;0.42;0.58;0.56;0.44;;3
filler-2;;1;;1;1;1;1;1;;97;1.00;184.95;131.48;190.82;132.68;0.15;0.85;0.69;0.31;;4
filler-2_corrected;;0;;1;1;1;1;0;;97;0.98;212.69;188.12;219.92;192.34;0.07;0.93;0.79;0.21;;4
FULL_BAY_IrishRecipe_cell4;;1;;1;1;1;1;1;;99;0.94;222.64;217.07;225.37;219.68;0.26;0.74;0.53;0.47;;4
FULL_BAY_IrishRecipe_cell4_corrected;;1;;1;1;1;1;1;;99;0.87;564.96;387.01;573.95;389.43;0.16;0.84;0.59;0.41;;4
XXX-translation-1;;0;;1;1;0;0;1;;52;1.00;92.65;73.98;92.68;75.78;0.27;0.73;0.85;0.15;;2
XXX-translation-1_corrected;;0;;1;1;0;0;0;;52;1.00;106.33;84.97;106.34;88.89;0.10;0.90;0.88;0.12;;2
3_SHELVES_IrishRecipe_cell4;;0;;1;1;0;0;1;;45;1.00;74.09;54.08;75.94;54.23;0.53;0.47;0.42;0.58;;2
3_SHELVES_IrishRecipe_cell4_corrected;;0;;1;1;0;0;1;;45;1.00;101.96;69.06;105.18;69.18;0.38;0.62;0.47;0.53;;2
XXX-translation-2;;0;;1;1;0;0;1;;42;0.95;132.83;157.57;136.00;167.48;0.79;0.21;0.88;0.12;;2
XXX-translation-2_corrected;;1;;1;1;1;1;1;;42;0.93;333.68;372.01;343.74;389.72;0.40;0.60;0.88;0.12;;2
PRODUCT_SHOT_skinless_IrishRecipe_cell4;;0;;1;1;0;0;1;;158;0.98;88.27;128.87;88.63;133.92;0.32;0.68;0.63;0.37;;7
PRODUCT_SHOT_skinless_IrishRecipe_cell4_corrected;;1;;1;1;1;1;1;;158;0.95;143.94;350.23;144.62;364.79;0.18;0.82;0.66;0.34;;7
