Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;1;;1;1;1;1;1;;30;0.97;251.79;130.47;257.93;131.76;0.80;0.20;0.27;0.73;;4
filler-1_corrected;;1;;1;1;1;1;1;;30;0.97;259.12;144.57;263.61;145.36;0.67;0.33;0.37;0.63;;4
1.reference-lSRP-Right-shelf;;1;;1;1;1;1;1;;50;0.92;409.85;154.01;417.64;159.95;0.66;0.34;0.28;0.72;;6
1.reference-lSRP-Right-shelf_corrected;;1;;1;1;1;1;1;;50;0.92;433.67;191.44;435.76;200.21;0.62;0.38;0.36;0.64;;6
translation-far;;0;;1;1;1;1;0;;18;0.83;170.48;152.27;183.58;156.33;1.00;0.00;0.50;0.50;;2
translation-far_corrected;;0;;1;1;1;1;0;;18;0.72;241.22;214.14;251.62;218.94;1.00;0.00;0.67;0.33;;2
1.Shabam-Marketing-reference;;1;;1;1;1;1;1;;119;0.96;256.28;142.04;260.50;142.23;0.87;0.13;0.60;0.40;;20
1.Shabam-Marketing-reference_corrected;;1;;1;1;1;1;1;;119;0.93;291.28;179.20;291.85;179.50;0.84;0.16;0.67;0.33;;20
1-Shabam-reference-individual;;1;;1;1;1;1;1;;26;0.73;403.15;243.52;405.45;244.59;0.69;0.31;0.35;0.65;;3
1-Shabam-reference-individual_corrected;;1;;1;1;1;1;1;;26;0.73;457.74;254.86;458.77;254.89;0.69;0.31;0.42;0.58;;3
1.lSRP-pepper-individual;;1;;1;1;1;1;1;;28;0.96;252.96;148.98;253.26;149.05;0.89;0.11;0.11;0.89;;5
1.lSRP-pepper-individual_corrected;;1;;1;1;1;1;1;;28;0.96;287.04;166.21;287.45;166.22;0.71;0.29;0.32;0.68;;5
translation-individual;;0;;0;1;1;1;1;;8;0.88;307.13;243.68;319.21;267.10;0.88;0.13;0.25;0.75;;1
translation-individual_corrected;;0;;0;1;1;1;1;;8;0.88;368.25;266.41;389.53;294.38;0.63;0.38;0.38;0.63;;1
