Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;0;1;0;0;0;;9;1.00;48.94;101.38;49.89;102.63;1.00;0.00;0.78;0.22;;1
filler-1_corrected;;0;;0;1;0;0;1;;9;1.00;65.84;120.39;67.33;123.26;0.33;0.67;0.56;0.44;;1
filler-2;;1;;1;1;1;1;1;;86;0.84;199.40;184.81;199.56;184.91;0.88;0.12;0.88;0.12;;14
filler-2_corrected;;1;;1;1;1;1;1;;86;0.97;249.82;190.24;249.94;192.76;0.69;0.31;0.77;0.23;;14
1.reference-lSRP-Right-shelf;;1;;1;1;1;1;1;;49;0.84;274.45;179.73;280.75;180.00;0.57;0.43;0.82;0.18;;8
1.reference-lSRP-Right-shelf_corrected;;1;;1;1;1;1;1;;49;1.00;353.87;186.93;366.36;187.13;0.49;0.51;0.59;0.41;;8
translation-far;;0;;1;1;0;0;0;;11;1.00;110.70;62.10;121.28;62.20;0.73;0.27;1.00;0.00;;2
translation-far_corrected;;0;;1;1;0;0;1;;11;1.00;140.51;67.46;154.82;67.53;0.55;0.45;0.55;0.45;;2
1.Shabam-Marketing-reference;;0;;1;1;1;1;0;;94;0.67;303.19;86.74;325.44;88.02;0.80;0.20;1.00;0.00;;16
1.Shabam-Marketing-reference_corrected;;0;;1;1;0;0;0;;94;1.00;327.58;70.92;345.57;72.88;0.74;0.26;1.00;0.00;;16
translation-individual;;0;;0;1;0;0;0;;9;1.00;112.79;46.00;132.34;47.37;0.89;0.11;1.00;0.00;;1
translation-individual_corrected;;0;;0;1;0;0;0;;9;1.00;128.63;40.01;150.84;41.11;0.67;0.33;1.00;0.00;;1
1-Shabam-reference-individual;;0;;1;1;0;0;0;;69;0.94;140.62;136.93;141.88;136.93;0.91;0.09;0.88;0.12;;11
1-Shabam-reference-individual_corrected;;1;;1;1;1;1;1;;69;1.00;181.86;146.00;185.26;146.58;0.83;0.17;0.72;0.28;;11
1.lSRP-pepper-individual;;0;;1;1;0;0;0;;37;0.81;143.10;153.82;143.10;157.28;0.59;0.41;0.95;0.05;;6
1.lSRP-pepper-individual_corrected;;1;;1;1;1;1;1;;37;1.00;171.20;146.07;171.21;152.62;0.19;0.81;0.81;0.19;;6
