Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;1;1;0;;162;0.99;203.80;145.93;204.20;146.06;0.86;0.14;0.91;0.09;;8
filler-1_corrected;;1;;1;1;1;1;1;;162;0.77;1135.59;267.79;1159.29;267.83;0.81;0.19;0.73;0.27;;8
filler-2;;1;;1;1;1;1;1;;186;0.97;266.01;187.60;267.06;191.42;0.77;0.23;0.74;0.26;;9
filler-2_corrected;;0;;1;0;1;1;1;;186;0.59;3828.11;2731.03;3859.56;2737.19;0.70;0.30;0.67;0.33;;9
1.reference-lSRP-Right-shelf;;0;;1;1;0;0;1;;102;1.00;199.10;65.93;205.11;66.03;0.83;0.17;0.40;0.60;;5
1.reference-lSRP-Right-shelf_corrected;;1;;1;1;1;1;1;;102;0.74;5613.99;896.58;5621.99;901.05;0.77;0.23;0.16;0.84;;5
translation-far;;0;;1;1;0;0;0;;62;0.94;139.11;178.63;141.97;184.80;0.95;0.05;0.68;0.32;;3
translation-far_corrected;;0;;1;0;1;1;0;;62;0.31;2289.23;1567.25;2293.78;1570.15;0.95;0.05;0.24;0.76;;3
1.Shabam-Marketing-reference;;1;;1;1;1;1;1;;178;0.96;288.94;142.44;289.05;143.24;0.81;0.19;0.70;0.30;;9
1.Shabam-Marketing-reference_corrected;;0;;1;0;1;1;1;;178;0.49;16241.18;8071.31;16276.26;8106.68;0.61;0.39;0.66;0.34;;9
1-Shabam-reference-individual;;1;;1;1;1;1;1;;80;0.98;195.00;149.44;195.26;151.73;0.89;0.11;0.73;0.28;;4
1-Shabam-reference-individual_corrected;;0;;1;0;1;1;1;;80;0.40;3029.37;385.57;3042.34;385.60;0.88;0.13;0.33;0.68;;4
1.lSRP-pepper-individual;;0;;1;1;0;0;0;;40;1.00;127.99;178.34;128.07;179.88;0.93;0.08;0.75;0.25;;2
1.lSRP-pepper-individual_corrected;;1;;1;1;1;1;1;;40;0.83;16323.67;6575.14;16525.71;6656.71;0.88;0.13;0.65;0.35;;2
translation-individual;;0;;1;1;0;0;0;;41;0.95;119.13;150.56;119.15;154.05;1.00;0.00;0.49;0.51;;2
translation-individual_corrected;;0;;1;0;1;1;0;;41;0.46;3933.35;1921.54;4034.71;1975.28;0.90;0.10;0.34;0.66;;2
