Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;0;0;0;;48;1.00;80.57;97.89;80.89;98.44;1.00;0.00;0.63;0.38;;3
filler-1_corrected;;0;;1;1;1;1;0;;48;0.88;189.66;553.19;198.72;572.51;0.94;0.06;0.29;0.71;;3
filler-2;;0;;1;1;0;0;1;;69;1.00;266.64;77.58;278.66;79.01;0.45;0.55;0.70;0.30;;4
filler-2_corrected;;1;;1;1;1;1;1;;69;0.93;423.82;416.98;448.35;427.15;0.28;0.72;0.54;0.46;;4
1.reference-lSRP-Right-shelf;;1;;1;1;1;1;1;;110;0.98;162.66;94.78;162.66;94.88;0.22;0.78;0.16;0.84;;7
1.reference-lSRP-Right-shelf_corrected;;0;;1;1;1;1;0;;110;0.71;228.69;1361.11;229.71;1372.70;0.03;0.97;0.09;0.91;;7
translation-far;;0;;1;1;0;0;0;;40;1.00;156.37;99.93;156.64;104.49;0.88;0.13;0.10;0.90;;2
translation-far_corrected;;0;;1;1;1;1;0;;40;0.68;568.12;1094.08;574.54;1155.42;0.75;0.25;0.03;0.98;;2
1.Shabam-Marketing-reference;;1;;1;1;1;1;1;;72;1.00;203.26;95.49;209.39;95.96;0.36;0.64;0.44;0.56;;4
1.Shabam-Marketing-reference_corrected;;1;;1;1;1;1;1;;72;0.83;284.13;473.42;302.57;483.46;0.22;0.78;0.33;0.67;;4
translation-individual;;0;;1;1;0;0;0;;35;0.97;134.40;124.51;137.21;129.51;0.97;0.03;0.14;0.86;;2
translation-individual_corrected;;1;;1;1;1;1;1;;35;0.80;2394.89;4844.75;2395.63;4845.65;0.86;0.14;0.11;0.89;;2
1-Shabam-reference-individual;;0;;1;1;1;1;0;;59;1.00;270.49;92.25;292.03;101.93;0.69;0.31;0.00;1.00;;3
1-Shabam-reference-individual_corrected;;0;;1;0;1;1;0;;59;0.51;437.19;749.98;476.23;786.93;0.59;0.41;0.00;1.00;;3
1.lSRP-pepper-individual;;0;;1;1;0;0;0;;36;1.00;192.53;82.51;205.33;82.67;0.69;0.31;0.00;1.00;;2
1.lSRP-pepper-individual_corrected;;0;;1;0;1;1;0;;36;0.31;347.94;997.56;358.45;1019.50;0.39;0.61;0.00;1.00;;2
