Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;0;0;0;;19;1.00;114.23;92.98;114.33;97.50;1.00;0.00;1.00;0.00;;2
filler-1_corrected;;0;;1;1;0;0;0;;19;0.89;172.45;30.91;172.68;33.12;0.00;1.00;0.00;1.00;;2
filler-2;;0;;1;0;0;0;0;;42;0.52;152.09;162.00;156.88;165.80;1.00;0.00;1.00;0.00;;4
filler-2_corrected;;0;;1;1;0;0;0;;42;1.00;94.75;15.33;94.87;16.03;0.00;1.00;0.00;1.00;;4
1.reference-lSRP-Right-shelf;;0;;1;1;1;1;0;;71;0.87;334.81;191.40;336.79;199.24;0.37;0.63;1.00;0.00;;7
1.reference-lSRP-Right-shelf_corrected;;0;;1;1;0;0;0;;71;1.00;206.38;7.75;217.83;7.87;0.17;0.83;0.00;1.00;;7
translation-far;;0;;1;0;1;1;0;;26;0.58;181.95;122.21;189.46;130.66;0.81;0.19;1.00;0.00;;2
translation-far_corrected;;0;;1;1;0;0;0;;26;1.00;109.56;10.22;109.68;10.89;0.00;1.00;0.00;1.00;;2
1.Shabam-Marketing-reference;;0;;1;0;1;1;0;;260;0.41;473.05;308.75;474.28;318.63;0.58;0.42;0.98;0.02;;26
1.Shabam-Marketing-reference_corrected;;0;;1;1;0;0;0;;260;0.97;852.14;53.95;852.16;53.96;0.02;0.98;0.00;1.00;;26
translation-individual;;0;;1;0;0;0;0;;17;0.00;201.46;61.57;209.35;62.57;0.94;0.06;1.00;0.00;;2
translation-individual_corrected;;0;;1;1;0;0;0;;17;1.00;33.49;0.70;35.27;0.84;0.00;1.00;0.00;1.00;;2
1-Shabam-reference-individual;;0;;1;0;1;1;0;;36;0.00;248.20;117.99;260.07;121.86;0.89;0.11;1.00;0.00;;4
1-Shabam-reference-individual_corrected;;0;;1;1;0;0;0;;36;1.00;58.25;1.74;60.61;1.83;0.00;1.00;0.00;1.00;;4
1.lSRP-pepper-individual;;0;;1;0;0;0;0;;18;0.00;274.51;75.92;278.26;76.14;0.56;0.44;1.00;0.00;;2
1.lSRP-pepper-individual_corrected;;0;;1;1;0;0;0;;18;1.00;73.91;1.61;74.45;1.68;0.00;1.00;0.00;1.00;;2
