Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;1;1;0;;90;0.99;168.54;144.40;170.07;144.95;0.00;1.00;0.17;0.83;;13
filler-1_corrected;;1;;1;1;1;1;1;;90;0.88;238.26;278.46;248.25;278.64;0.28;0.72;0.38;0.62;;13
filler-2;;0;;1;1;1;1;0;;39;0.95;162.91;148.91;163.23;159.43;0.00;1.00;0.28;0.72;;6
filler-2_corrected;;1;;1;1;1;1;1;;39;0.77;284.52;315.85;285.95;335.09;0.10;0.90;0.74;0.26;;6
1.reference-lSRP-Right-shelf;;0;;1;1;0;0;0;;36;0.69;115.83;104.71;120.23;107.39;0.00;1.00;0.17;0.83;;5
1.reference-lSRP-Right-shelf_corrected;;0;;1;0;1;1;0;;36;0.50;177.03;191.15;178.58;191.15;0.00;1.00;0.94;0.06;;5
translation-far;;0;;1;1;0;0;0;;11;1.00;150.76;81.57;159.62;84.44;0.00;1.00;0.64;0.36;;2
translation-far_corrected;;0;;1;1;1;1;0;;11;1.00;217.55;144.38;223.45;149.69;0.27;0.73;0.91;0.09;;2
1.Shabam-Marketing-reference;;1;;1;1;1;1;1;;104;0.94;353.81;161.57;371.33;165.44;0.56;0.44;0.84;0.16;;13
1.Shabam-Marketing-reference_corrected;;1;;1;1;1;1;1;;104;0.88;506.47;149.89;548.38;154.93;0.69;0.31;0.79;0.21;;13
1-Shabam-reference-individual;;1;;1;1;1;1;1;;27;1.00;163.44;123.47;163.53;123.60;0.11;0.89;0.74;0.26;;6
1-Shabam-reference-individual_corrected;;1;;1;1;1;1;1;;27;0.89;371.02;147.73;377.74;149.66;0.15;0.85;0.74;0.26;;6
1.lSRP-pepper-individual;;0;;1;1;0;0;0;;59;0.98;139.39;132.30;145.27;132.32;0.02;0.98;0.78;0.22;;10
1.lSRP-pepper-individual_corrected;;1;;1;1;1;1;1;;59;1.00;198.24;120.11;203.47;120.68;0.14;0.86;0.80;0.20;;10
translation-individual;;0;;1;1;0;0;0;;19;1.00;70.44;79.64;70.89;81.95;0.00;1.00;1.00;0.00;;3
translation-individual_corrected;;0;;1;1;0;0;0;;19;1.00;96.47;72.15;102.36;75.10;0.00;1.00;1.00;0.00;;3
