Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;0;0;1;;48;0.96;149.82;201.09;150.88;201.11;0.60;0.40;0.56;0.44;;4
filler-1_corrected;;0;;1;0;0;0;1;;48;0.65;148.18;418.03;149.43;418.73;0.85;0.15;0.31;0.69;;4
filler-2;;1;;1;1;1;1;1;;22;1.00;162.93;106.48;169.58;107.78;0.36;0.64;0.82;0.18;;4
filler-2_corrected;;1;;1;1;1;1;1;;22;0.91;170.28;214.49;177.36;217.51;0.64;0.36;0.36;0.64;;4
FULL_BAY_IrishRecipe_cell4;;1;;1;1;1;1;1;;188;0.95;133.95;129.52;134.02;133.94;0.29;0.71;0.28;0.72;;19
FULL_BAY_IrishRecipe_cell4_corrected;;0;;1;0;1;1;1;;188;0.53;142.41;275.53;142.58;283.87;0.55;0.45;0.18;0.82;;19
XXX-translation-1;;0;;1;1;0;0;1;;16;1.00;141.32;113.10;142.62;115.89;0.69;0.31;0.13;0.88;;2
XXX-translation-1_corrected;;0;;1;0;0;0;0;;16;0.56;146.20;238.87;147.26;245.57;0.88;0.13;0.00;1.00;;2
3_SHELVES_IrishRecipe_cell4;;1;;1;1;1;1;1;;152;0.99;196.73;91.81;197.18;92.80;0.34;0.66;0.14;0.86;;14
3_SHELVES_IrishRecipe_cell4_corrected;;0;;1;0;1;1;0;;152;0.59;200.16;180.78;200.61;182.21;0.52;0.48;0.03;0.97;;14
XXX-translation-2;;1;;1;1;1;1;1;;18;0.94;220.14;139.38;221.06;140.66;0.78;0.22;0.67;0.33;;2
XXX-translation-2_corrected;;1;;1;1;1;1;1;;18;0.72;211.00;254.66;213.38;261.21;0.78;0.22;0.33;0.67;;2
PRODUCT_SHOT_skinless_IrishRecipe_cell4;;0;;1;1;0;0;0;;123;1.00;120.57;74.14;122.42;74.94;0.07;0.93;0.81;0.19;;16
PRODUCT_SHOT_skinless_IrishRecipe_cell4_corrected;;1;;1;1;1;1;1;;123;0.96;127.64;159.47;129.76;160.93;0.25;0.75;0.18;0.82;;16
