Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;1;;1;1;1;1;1;;106;1.00;244.87;117.97;257.12;118.01;0.51;0.49;0.11;0.89;;7
filler-1_corrected;;0;;1;0;1;1;0;;106;0.63;280.38;240.51;285.33;240.67;0.36;0.64;0.05;0.95;;7
filler-2;;1;;1;1;1;1;1;;73;1.00;190.38;89.71;190.73;90.59;0.41;0.59;0.23;0.77;;5
filler-2_corrected;;1;;1;1;1;1;1;;73;0.88;239.78;164.38;239.83;172.00;0.30;0.70;0.12;0.88;;5
1.reference-lSRP-Right-shelf;;0;;1;1;1;1;0;;67;1.00;279.02;131.83;292.17;132.29;0.43;0.57;0.09;0.91;;5
1.reference-lSRP-Right-shelf_corrected;;0;;1;0;1;1;0;;67;0.27;372.77;213.76;387.22;230.05;0.34;0.66;0.04;0.96;;5
translation-far;;0;;1;1;1;1;0;;28;1.00;204.54;93.43;205.18;101.87;0.46;0.54;0.00;1.00;;2
translation-far_corrected;;0;;1;0;1;1;0;;28;0.57;272.08;175.59;272.16;183.53;0.18;0.82;0.00;1.00;;2
1.Shabam-Marketing-reference;;0;;1;1;1;1;0;;224;0.99;406.00;104.22;410.76;109.07;0.63;0.37;0.07;0.93;;17
1.Shabam-Marketing-reference_corrected;;0;;1;0;1;1;0;;224;0.47;517.12;225.58;517.12;227.21;0.58;0.42;0.03;0.97;;17
1-Shabam-reference-individual;;0;;1;0;1;1;0;;33;0.64;278.30;210.59;279.24;211.10;0.39;0.61;0.03;0.97;;2
1-Shabam-reference-individual_corrected;;0;;1;0;1;1;0;;33;0.06;322.01;418.66;326.41;419.39;0.18;0.82;0.03;0.97;;2
translation-individual;;0;;1;1;0;0;0;;25;1.00;103.79;56.06;103.90;57.67;0.44;0.56;0.00;1.00;;2
translation-individual_corrected;;0;;1;0;0;0;0;;25;0.00;123.85;167.73;123.88;179.89;0.08;0.92;0.00;1.00;;2
1.lSRP-pepper-individual;;0;;1;1;0;1;0;;44;0.84;161.03;84.48;165.28;86.00;0.09;0.91;0.00;1.00;;3
1.lSRP-pepper-individual_corrected;;0;;1;0;1;1;0;;44;0.14;162.39;148.13;162.83;148.99;0.00;1.00;0.00;1.00;;4
