Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;0;0;1;;13;0.92;266.91;86.82;266.91;86.82;0.85;0.15;0.62;0.38;;4
filler-1_corrected;;1;;1;1;1;1;1;;13;0.85;246.84;352.63;252.71;352.65;0.54;0.46;0.23;0.77;;4
filler-2;;0;;1;0;1;1;1;;33;0.61;396.65;262.67;396.67;262.68;0.64;0.36;0.85;0.15;;5
filler-2_corrected;;1;;1;1;1;1;1;;33;0.88;333.56;469.54;339.47;482.52;0.52;0.48;0.85;0.15;;5
1.reference-lSRP-Right-shelf;;1;;1;1;1;1;1;;39;0.97;402.58;234.05;405.55;234.09;0.51;0.49;0.51;0.49;;6
1.reference-lSRP-Right-shelf_corrected;;1;;1;1;1;1;1;;39;0.92;2776.31;1306.11;2797.50;1318.24;0.79;0.21;0.82;0.18;;6
translation-far;;0;;1;0;1;1;0;;14;0.29;640.86;273.69;642.97;296.84;1.00;0.00;0.64;0.36;;2
translation-far_corrected;;1;;1;1;1;1;1;;14;0.86;652.75;205.09;660.28;224.60;0.57;0.43;0.43;0.57;;2
1.Shabam-Marketing-reference;;1;;1;1;1;1;1;;83;0.70;305.29;316.98;318.74;342.26;0.87;0.13;0.75;0.25;;20
1.Shabam-Marketing-reference_corrected;;1;;1;1;1;1;1;;83;0.88;1194.64;735.40;1210.76;736.94;0.67;0.33;0.60;0.40;;20
1.lSRP-pepper-individual;;0;;1;1;0;0;1;;18;1.00;252.46;73.78;254.30;75.44;0.83;0.17;0.17;0.83;;4
1.lSRP-pepper-individual_corrected;;1;;1;1;1;1;1;;18;0.72;1272.25;561.40;1275.31;561.47;0.39;0.61;0.50;0.50;;4
1-Shabam-reference-individual;;0;;1;1;1;1;0;;11;0.73;286.67;222.64;301.75;261.80;1.00;0.00;1.00;0.00;;3
1-Shabam-reference-individual_corrected;;0;;1;1;0;0;1;;11;1.00;63.05;37.12;65.21;37.45;0.64;0.36;0.36;0.64;;3
translation-individual;;0;;0;1;0;0;0;;9;1.00;113.89;71.86;114.04;76.46;1.00;0.00;0.89;0.11;;3
translation-individual_corrected;;0;;0;1;0;0;0;;9;1.00;68.31;111.24;69.34;120.37;1.00;0.00;0.00;1.00;;3
