Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;0;0;0;;52;1.00;107.83;79.08;107.95;79.83;0.29;0.71;0.98;0.02;;2
filler-1_corrected;;0;;1;0;1;1;0;;52;0.08;739.58;206.70;743.51;206.81;0.75;0.25;1.00;0.00;;2
filler-2;;0;;1;1;0;0;0;;16;1.00;26.74;48.57;26.78;50.22;0.06;0.94;1.00;0.00;;1
filler-2_corrected;;0;;1;0;1;1;0;;16;0.00;248.30;100.69;250.35;100.69;1.00;0.00;1.00;0.00;;1
1.reference-lSRP-Right-shelf;;0;;1;0;0;0;0;;77;0.05;126.82;264.00;126.89;271.05;0.78;0.22;0.04;0.96;;3
1.reference-lSRP-Right-shelf_corrected;;0;;1;0;0;0;0;;77;0.05;279.67;80.72;279.95;82.24;0.05;0.95;0.00;1.00;;3
translation-far;;0;;1;1;0;0;0;;59;0.92;122.46;376.97;125.39;396.11;0.08;0.92;0.90;0.10;;2
translation-far_corrected;;0;;1;0;1;1;0;;59;0.47;1033.55;224.38;1077.13;227.80;0.07;0.93;0.76;0.24;;2
1.Shabam-Marketing-reference;;0;;1;0;1;1;0;;378;0.47;303.31;127.36;305.38;127.75;0.99;0.01;0.00;1.00;;16
1.Shabam-Marketing-reference_corrected;;0;;1;0;0;0;0;;378;0.34;272.27;29.05;273.06;29.20;0.99;0.01;0.00;1.00;;16
1.lSRP-pepper-individual;;0;;1;0;0;0;0;;89;0.12;136.07;556.04;136.17;569.93;0.98;0.02;0.01;0.99;;4
1.lSRP-pepper-individual_corrected;;0;;1;0;1;1;0;;89;0.43;384.72;87.47;387.05;88.68;0.55;0.45;0.00;1.00;;4
1-Shabam-reference-individual;;0;;1;0;1;1;0;;99;0.55;237.52;306.63;241.69;310.17;0.87;0.13;0.00;1.00;;4
1-Shabam-reference-individual_corrected;;0;;1;1;0;0;0;;99;0.74;496.01;72.47;496.58;72.89;0.74;0.26;0.00;1.00;;4
translation-individual;;0;;1;1;0;0;0;;24;0.92;107.24;137.46;108.21;139.24;0.58;0.42;0.00;1.00;;1
translation-individual_corrected;;0;;1;1;0;0;0;;24;0.88;373.47;61.98;375.96;62.67;0.83;0.17;0.00;1.00;;1
