Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;1;;1;1;1;1;1;;249;0.97;310.15;142.32;310.63;144.17;0.29;0.71;0.29;0.71;;32
filler-1_corrected;;1;;1;1;1;1;1;;249;0.95;325.05;209.26;325.08;213.14;0.37;0.63;0.19;0.81;;32
filler-2;;1;;1;1;1;1;1;;269;0.90;274.74;179.75;277.73;180.03;0.21;0.79;0.17;0.83;;35
filler-2_corrected;;1;;1;1;1;1;1;;269;0.70;297.80;257.77;301.48;257.80;0.35;0.65;0.14;0.86;;35
1.reference-lSRP-Right-shelf;;0;;1;0;1;1;0;;210;0.65;345.34;136.18;345.34;136.78;0.00;1.00;0.09;0.91;;26
1.reference-lSRP-Right-shelf_corrected;;0;;1;0;1;1;0;;210;0.55;408.37;204.61;409.11;204.84;0.00;1.00;0.05;0.95;;26
translation-far;;0;;1;1;0;0;0;;31;0.97;125.70;98.91;125.81;106.77;0.00;1.00;0.06;0.94;;4
translation-far_corrected;;0;;1;1;0;0;0;;31;0.84;141.05;145.21;141.34;157.47;0.00;1.00;0.00;1.00;;4
1.Shabam-Marketing-reference;;0;;1;1;1;1;0;;442;0.69;293.43;148.23;293.85;151.13;0.01;0.99;0.20;0.80;;60
1.Shabam-Marketing-reference_corrected;;0;;1;0;1;1;0;;442;0.64;331.01;212.72;331.18;214.89;0.02;0.98;0.18;0.82;;60
1-Shabam-reference-individual;;0;;1;0;1;1;0;;265;0.53;261.47;115.86;271.36;115.98;0.00;1.00;0.14;0.86;;34
1-Shabam-reference-individual_corrected;;0;;1;0;1;1;0;;265;0.51;301.92;164.31;309.45;164.33;0.00;1.00;0.09;0.91;;34
translation-individual;;0;;1;1;0;0;0;;28;0.96;211.84;63.87;211.96;63.99;0.00;1.00;0.61;0.39;;4
translation-individual_corrected;;0;;1;1;0;0;0;;28;0.96;225.81;81.44;226.29;82.10;0.00;1.00;0.50;0.50;;4
1.lSRP-pepper-individual;;0;;1;1;1;1;0;;138;0.83;220.84;151.70;220.88;154.03;0.00;1.00;0.17;0.83;;18
1.lSRP-pepper-individual_corrected;;0;;1;1;1;1;0;;138;0.68;254.44;226.06;254.92;227.83;0.02;0.98;0.14;0.86;;18
