Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;1;1;0;;125;0.94;184.26;101.60;184.99;102.53;0.09;0.91;0.02;0.98;;7
filler-1_corrected;;1;;1;1;1;1;1;;125;0.76;404.26;231.23;405.79;231.86;0.65;0.35;0.11;0.89;;7
filler-2;;0;;1;1;1;1;0;;53;0.92;200.07;86.60;200.73;86.78;0.08;0.92;0.00;1.00;;3
filler-2_corrected;;0;;1;1;1;1;0;;53;0.77;541.72;210.03;545.85;211.89;0.72;0.28;0.00;1.00;;3
FULL_BAY_IrishRecipe_cell4;;0;;1;0;0;0;0;;135;0.41;143.27;81.21;143.33;82.55;0.02;0.98;0.00;1.00;;9
FULL_BAY_IrishRecipe_cell4_corrected;;0;;1;0;1;1;1;;135;0.50;369.47;199.90;369.99;205.10;0.52;0.48;0.14;0.86;;9
XXX-translation-1;;0;;1;1;0;0;0;;20;1.00;85.14;45.02;87.08;45.04;0.00;1.00;0.00;1.00;;1
XXX-translation-1_corrected;;1;;1;1;1;1;1;;20;1.00;208.56;99.76;217.70;100.02;0.55;0.45;0.20;0.80;;1
3_SHELVES_IrishRecipe_cell4;;0;;1;0;1;1;0;;106;0.64;150.22;107.62;150.23;107.68;0.01;0.99;0.00;1.00;;6
3_SHELVES_IrishRecipe_cell4_corrected;;0;;1;0;1;1;0;;106;0.35;359.59;388.64;361.55;391.14;0.71;0.29;0.00;1.00;;6
XXX-translation-2;;0;;1;1;0;0;0;;16;1.00;102.25;78.15;106.67;91.36;0.00;1.00;0.00;1.00;;1
XXX-translation-2_corrected;;1;;1;1;1;1;1;;16;0.81;232.58;191.14;233.41;220.47;0.50;0.50;0.13;0.88;;1
PRODUCT_SHOT_skinless_IrishRecipe_cell4;;0;;1;1;0;0;0;;82;0.90;167.07;79.81;167.09;81.11;0.04;0.96;0.00;1.00;;6
PRODUCT_SHOT_skinless_IrishRecipe_cell4_corrected;;0;;1;1;1;1;0;;82;0.77;433.40;208.39;433.41;215.03;0.54;0.46;0.00;1.00;;6
