Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;1;;1;1;1;1;1;;45;1.00;166.78;105.99;168.94;106.03;0.67;0.33;0.44;0.56;;3
filler-1_corrected;;1;;1;1;1;1;1;;45;0.84;298.21;240.44;301.33;257.00;0.82;0.18;0.33;0.67;;3
filler-2;;1;;1;1;1;1;1;;100;0.99;251.98;160.36;255.53;160.51;0.56;0.44;0.61;0.39;;6
filler-2_corrected;;1;;1;1;1;1;1;;100;0.83;1734.84;2257.73;1735.52;2258.02;0.55;0.45;0.63;0.37;;6
FULL_BAY_IrishRecipe_cell4;;1;;1;1;1;1;1;;59;1.00;87.70;122.77;87.79;126.98;0.46;0.54;0.24;0.76;;3
FULL_BAY_IrishRecipe_cell4_corrected;;0;;1;0;1;1;1;;59;0.47;456.56;607.54;459.80;671.85;0.73;0.27;0.22;0.78;;3
XXX-translation-1;;0;;1;1;0;0;1;;35;1.00;122.79;182.23;122.85;196.75;0.63;0.37;0.71;0.29;;2
XXX-translation-1_corrected;;1;;1;1;1;1;1;;35;0.77;870.74;1656.76;934.44;1835.31;0.60;0.40;0.69;0.31;;2
3_SHELVES_IrishRecipe_cell4;;1;;1;1;1;1;1;;75;1.00;190.19;152.92;197.52;156.37;0.53;0.47;0.33;0.67;;4
3_SHELVES_IrishRecipe_cell4_corrected;;0;;1;0;1;1;1;;75;0.64;546.45;342.84;550.08;346.10;0.52;0.48;0.36;0.64;;4
XXX-translation-2;;0;;1;1;0;0;1;;30;1.00;85.89;79.68;86.66;79.69;0.30;0.70;0.57;0.43;;2
XXX-translation-2_corrected;;1;;1;1;1;1;1;;30;1.00;213.59;140.88;218.36;141.28;0.50;0.50;0.57;0.43;;2
PRODUCT_SHOT_skinless_IrishRecipe_cell4;;0;;1;1;0;0;1;;114;1.00;107.15;111.17;107.51;111.55;0.26;0.74;0.54;0.46;;8
PRODUCT_SHOT_skinless_IrishRecipe_cell4_corrected;;1;;1;1;1;1;1;;114;0.86;297.78;277.80;299.15;289.90;0.27;0.73;0.54;0.46;;8
