Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;0;0;0;;26;1.00;81.65;100.51;81.69;101.74;1.00;0.00;0.77;0.23;;2
filler-1_corrected;;0;;1;1;0;0;1;;26;1.00;80.34;130.89;80.35;133.38;0.85;0.15;0.77;0.23;;2
filler-2;;0;;0;1;0;0;0;;2;1.00;1.00;76.00;1.00;76.00;1.00;0.00;1.00;0.00;;0
filler-2_corrected;;0;;0;1;0;0;0;;2;1.00;19.00;97.50;19.00;97.50;1.00;0.00;0.50;0.50;;0
1.reference-lSRP-Right-shelf;;0;;1;1;1;1;0;;66;0.83;378.15;158.06;401.76;164.38;0.26;0.74;0.02;0.98;;6
1.reference-lSRP-Right-shelf_corrected;;0;;1;0;1;1;0;;66;0.47;371.04;238.54;395.21;247.24;0.27;0.73;0.02;0.98;;6
translation-far;;0;;1;1;1;1;0;;18;0.78;599.57;135.75;654.01;144.38;0.44;0.56;0.00;1.00;;2
translation-far_corrected;;0;;1;1;1;1;0;;18;0.67;805.51;326.11;897.53;346.35;0.44;0.56;0.00;1.00;;2
1.Shabam-Marketing-reference;;1;;1;1;1;1;1;;302;0.93;393.30;174.17;413.24;174.76;0.59;0.41;0.59;0.41;;27
1.Shabam-Marketing-reference_corrected;;1;;1;1;1;1;1;;302;0.92;353.05;230.38;363.99;230.48;0.54;0.46;0.52;0.48;;27
translation-individual;;0;;1;1;0;0;1;;10;1.00;225.70;83.03;249.18;83.23;0.20;0.80;0.60;0.40;;1
translation-individual_corrected;;1;;1;1;1;1;1;;10;1.00;200.64;102.76;219.41;102.85;0.20;0.80;0.60;0.40;;1
1-Shabam-reference-individual;;0;;1;0;1;1;1;;41;0.32;439.80;508.00;455.80;545.23;0.34;0.66;0.17;0.83;;4
1-Shabam-reference-individual_corrected;;0;;1;0;1;1;1;;41;0.20;468.05;698.27;473.27;727.32;0.51;0.49;0.17;0.83;;4
1.lSRP-pepper-individual;;0;;1;1;1;1;0;;53;0.96;175.89;145.51;184.57;145.83;0.06;0.94;0.17;0.83;;5
1.lSRP-pepper-individual_corrected;;0;;1;1;1;1;0;;53;0.85;168.42;213.45;177.23;213.52;0.06;0.94;0.15;0.85;;5
