Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;1;;1;1;1;1;1;;140;1.00;218.86;114.20;219.04;114.28;0.64;0.36;0.24;0.76;;6
filler-1_corrected;;1;;1;1;1;1;1;;140;1.00;268.61;111.76;268.78;111.92;0.69;0.31;0.29;0.71;;6
filler-2;;1;;1;1;1;1;1;;117;1.00;405.55;93.29;414.22;94.39;0.49;0.51;0.21;0.79;;5
filler-2_corrected;;1;;1;1;1;1;1;;117;0.99;523.05;101.85;543.10;101.98;0.50;0.50;0.43;0.57;;5
1.reference-lSRP-Right-shelf;;1;;1;1;1;1;1;;606;0.93;292.83;263.09;294.45;263.11;0.34;0.66;0.51;0.49;;28
1.reference-lSRP-Right-shelf_corrected;;1;;1;1;1;1;1;;606;0.91;352.76;274.99;354.86;275.34;0.42;0.58;0.53;0.47;;28
translation-far;;0;;1;1;0;0;1;;57;1.00;81.12;67.77;81.28;67.77;0.23;0.77;0.32;0.68;;3
translation-far_corrected;;0;;1;1;0;0;1;;57;1.00;107.39;64.85;107.47;64.88;0.65;0.35;0.49;0.51;;3
1.Shabam-Marketing-reference;;1;;1;1;1;1;1;;327;0.77;360.30;224.83;360.56;229.53;0.35;0.65;0.79;0.21;;15
1.Shabam-Marketing-reference_corrected;;1;;1;1;1;1;1;;327;0.87;381.63;190.71;381.73;190.90;0.45;0.55;0.82;0.18;;15
1.lSRP-pepper-individual;;1;;1;1;1;1;1;;142;1.00;195.46;152.97;196.76;153.28;0.27;0.73;0.56;0.44;;8
1.lSRP-pepper-individual_corrected;;1;;1;1;1;1;1;;142;0.99;243.55;155.67;247.63;156.19;0.37;0.63;0.66;0.34;;8
1-Shabam-reference-individual;;1;;1;1;1;1;1;;169;1.00;177.13;147.06;177.53;147.42;0.19;0.81;0.69;0.31;;9
1-Shabam-reference-individual_corrected;;1;;1;1;1;1;1;;169;1.00;209.28;136.83;209.61;136.86;0.36;0.64;0.76;0.24;;9
translation-individual;;0;;1;1;0;0;0;;40;1.00;56.07;63.34;56.15;63.57;0.00;1.00;1.00;0.00;;2
translation-individual_corrected;;0;;1;1;0;0;0;;40;1.00;63.84;50.43;64.33;51.27;0.05;0.95;1.00;0.00;;2
