Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;1;;1;1;1;1;1;;107;1.00;264.89;183.08;266.13;190.87;0.56;0.44;0.79;0.21;;13
filler-1_corrected;;0;;1;0;1;1;1;;107;0.42;242.81;308.67;243.95;327.89;0.80;0.20;0.83;0.17;;13
filler-2;;0;;1;1;0;0;0;;57;0.75;441.37;69.72;466.81;70.33;0.30;0.70;1.00;0.00;;8
filler-2_corrected;;0;;1;0;1;1;0;;57;0.05;350.77;90.46;364.83;91.78;0.53;0.47;1.00;0.00;;8
1.reference-lSRP-Right-shelf;;0;;1;1;1;1;0;;84;0.81;482.53;90.79;483.80;91.01;0.36;0.64;0.95;0.05;;11
1.reference-lSRP-Right-shelf_corrected;;0;;1;0;1;1;0;;84;0.43;423.19;122.59;423.92;122.61;0.46;0.54;1.00;0.00;;11
translation-far;;0;;1;1;1;1;0;;17;1.00;160.90;120.70;179.14;123.10;0.00;1.00;0.88;0.12;;3
translation-far_corrected;;0;;1;0;1;1;0;;17;0.29;167.38;147.50;179.64;154.38;0.00;1.00;1.00;0.00;;3
1.Shabam-Marketing-reference;;1;;1;1;1;1;1;;190;0.83;421.48;136.12;424.37;136.58;0.26;0.74;0.80;0.20;;29
1.Shabam-Marketing-reference_corrected;;0;;1;0;1;1;0;;190;0.49;378.15;177.17;380.54;177.45;0.33;0.67;0.98;0.02;;29
translation-individual;;0;;1;1;0;0;0;;15;1.00;110.81;48.01;112.31;49.09;0.00;1.00;1.00;0.00;;2
translation-individual_corrected;;0;;1;0;0;0;0;;15;0.13;87.65;64.74;87.65;66.31;0.07;0.93;1.00;0.00;;2
1-Shabam-reference-individual;;0;;1;1;0;0;0;;129;0.98;130.17;91.35;132.60;92.49;0.00;1.00;0.75;0.25;;21
1-Shabam-reference-individual_corrected;;0;;1;1;0;0;0;;129;0.74;136.35;128.06;140.05;129.90;0.05;0.95;1.00;0.00;;21
1.lSRP-pepper-individual;;0;;1;1;0;0;0;;62;0.94;150.30;150.62;150.46;151.92;0.00;1.00;0.82;0.18;;13
1.lSRP-pepper-individual_corrected;;0;;1;0;0;0;0;;62;0.39;131.10;195.45;131.20;200.51;0.02;0.98;0.98;0.02;;13
