Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;1;1;0;;84;0.94;244.50;200.14;244.52;200.14;0.05;0.95;0.60;0.40;;6
filler-1_corrected;;1;;1;1;1;1;1;;84;0.80;564.53;194.42;577.64;196.79;0.37;0.63;0.58;0.42;;6
filler-2;;1;;1;1;1;1;1;;62;0.98;357.92;94.90;357.98;95.86;0.35;0.65;0.77;0.23;;4
filler-2_corrected;;0;;1;1;0;0;1;;62;0.98;382.16;82.04;392.85;82.87;0.69;0.31;0.42;0.58;;4
1.reference-lSRP-Right-shelf;;1;;1;1;1;1;1;;148;0.98;409.13;192.84;427.55;197.92;0.30;0.70;0.59;0.41;;10
1.reference-lSRP-Right-shelf_corrected;;1;;1;1;1;1;1;;148;0.92;528.00;190.39;528.81;191.39;0.45;0.55;0.46;0.54;;10
translation-far;;0;;1;1;0;0;0;;33;1.00;137.27;106.08;139.46;109.21;0.00;1.00;0.85;0.15;;2
translation-far_corrected;;0;;1;1;0;0;1;;33;1.00;237.95;75.32;249.65;76.42;0.61;0.39;0.79;0.21;;2
1.Shabam-Marketing-reference;;0;;1;1;1;1;0;;192;0.92;271.63;180.23;272.51;181.22;0.08;0.92;0.36;0.64;;15
1.Shabam-Marketing-reference_corrected;;1;;1;1;1;1;1;;192;0.74;647.36;278.16;654.66;280.66;0.23;0.77;0.33;0.67;;15
translation-individual;;0;;1;1;0;0;0;;26;0.85;157.90;162.26;158.39;173.97;0.00;1.00;0.15;0.85;;2
translation-individual_corrected;;0;;1;1;1;1;0;;26;0.69;488.33;204.71;491.91;216.86;0.08;0.92;0.35;0.65;;2
1-Shabam-reference-individual;;0;;1;1;0;0;0;;120;0.99;111.71;84.46;112.23;85.73;0.00;1.00;0.01;0.99;;9
1-Shabam-reference-individual_corrected;;0;;1;1;1;1;0;;120;0.88;288.62;107.12;289.07;108.61;0.04;0.96;0.03;0.98;;9
1.lSRP-pepper-individual;;0;;1;1;0;0;0;;49;1.00;140.78;58.41;141.80;58.63;0.00;1.00;0.00;1.00;;3
1.lSRP-pepper-individual_corrected;;0;;1;1;0;0;0;;49;0.73;394.08;73.50;394.09;77.52;0.08;0.92;0.00;1.00;;3
