Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;1;1;0;;35;1.00;310.21;124.62;311.67;124.83;0.40;0.60;0.09;0.91;;2
filler-1_corrected;;0;;1;0;1;1;1;;35;0.49;449.20;330.03;449.62;330.05;0.20;0.80;0.17;0.83;;2
filler-2;;0;;1;0;0;1;0;;36;0.47;155.53;96.90;166.42;97.69;0.00;1.00;0.00;1.00;;1
filler-2_corrected;;0;;1;0;1;1;0;;36;0.00;282.72;280.06;310.74;283.25;0.00;1.00;0.00;1.00;;1
FULL_BAY_IrishRecipe_cell4;;0;;1;0;0;0;0;;97;0.03;80.32;80.94;80.32;84.45;0.00;1.00;0.00;1.00;;4
FULL_BAY_IrishRecipe_cell4_corrected;;0;;1;0;1;1;0;;97;0.00;131.94;218.23;131.94;227.69;0.00;1.00;0.00;1.00;;4
XXX-translation-1;;0;;1;1;1;1;0;;33;0.76;239.53;98.45;260.68;98.96;0.03;0.97;0.00;1.00;;1
XXX-translation-1_corrected;;0;;1;0;1;1;0;;33;0.03;360.65;272.00;385.79;272.25;0.00;1.00;0.00;1.00;;1
3_SHELVES_IrishRecipe_cell4;;0;;1;0;1;1;0;;250;0.16;218.28;94.98;219.06;96.34;0.14;0.86;0.00;1.00;;10
3_SHELVES_IrishRecipe_cell4_corrected;;0;;1;0;1;1;0;;250;0.00;303.77;253.44;304.86;256.87;0.00;1.00;0.00;1.00;;10
XXX-translation-2;;0;;1;0;0;0;0;;27;0.15;118.59;71.55;118.63;71.86;0.22;0.78;0.00;1.00;;1
XXX-translation-2_corrected;;0;;1;0;1;1;0;;27;0.00;195.93;205.80;196.71;207.10;0.04;0.96;0.00;1.00;;1
PRODUCT_SHOT_skinless_IrishRecipe_cell4;;0;;1;1;0;0;0;;131;0.88;180.00;46.82;181.93;47.41;0.05;0.95;0.00;1.00;;5
PRODUCT_SHOT_skinless_IrishRecipe_cell4_corrected;;0;;1;0;1;1;0;;131;0.03;259.25;131.34;262.00;133.00;0.04;0.96;0.00;1.00;;5
