Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;0;0;1;;49;1.00;128.12;158.80;130.63;159.64;0.10;0.90;0.47;0.53;;8
filler-1_corrected;;0;;1;1;1;1;0;;49;0.88;615.39;896.85;615.51;901.23;0.04;0.96;0.10;0.90;;8
filler-2;;0;;1;1;0;0;1;;44;1.00;121.39;120.30;121.82;122.16;0.18;0.82;0.45;0.55;;5
filler-2_corrected;;0;;1;1;1;1;0;;44;0.93;454.40;120.84;456.92;122.94;0.05;0.95;0.05;0.95;;5
1.reference-lSRP-Right-shelf;;1;;1;1;1;1;1;;61;0.85;167.31;194.72;168.20;202.30;0.16;0.84;0.15;0.85;;7
1.reference-lSRP-Right-shelf_corrected;;0;;1;1;0;0;0;;61;0.98;125.63;61.00;125.95;61.43;0.00;1.00;0.00;1.00;;7
translation-far;;1;;1;1;1;1;1;;12;0.92;169.68;191.34;172.02;191.70;0.58;0.42;0.17;0.83;;2
translation-far_corrected;;0;;1;1;0;0;0;;12;0.92;149.84;117.00;154.94;120.48;0.00;1.00;0.00;1.00;;2
1.Shabam-Marketing-reference;;1;;1;1;1;1;1;;92;0.93;167.95;193.90;168.44;194.75;0.20;0.80;0.39;0.61;;10
1.Shabam-Marketing-reference_corrected;;0;;1;1;1;1;0;;92;0.91;289.74;231.17;289.85;234.97;0.04;0.96;0.02;0.98;;10
1-Shabam-reference-individual;;0;;1;1;0;0;1;;31;1.00;137.47;136.25;139.11;147.73;0.45;0.55;0.48;0.52;;4
1-Shabam-reference-individual_corrected;;0;;1;1;0;0;0;;31;0.97;182.99;78.68;183.37;80.85;0.03;0.97;0.00;1.00;;4
1.lSRP-pepper-individual;;0;;1;1;0;0;1;;47;1.00;101.50;117.99;104.40;117.99;0.21;0.79;0.64;0.36;;5
1.lSRP-pepper-individual_corrected;;0;;1;1;1;1;0;;47;0.81;756.37;279.18;772.22;281.34;0.09;0.91;0.09;0.91;;5
translation-individual;;0;;1;1;0;0;1;;28;1.00;88.71;129.23;89.15;131.07;0.75;0.25;0.57;0.43;;3
translation-individual_corrected;;0;;1;1;0;0;0;;28;0.89;567.40;66.66;568.75;66.75;0.11;0.89;0.00;1.00;;3
