Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;0;0;0;;13;0.85;126.65;138.81;129.96;148.58;0.62;0.38;0.00;1.00;;5
filler-1_corrected;;1;;1;1;1;1;1;;13;0.92;450.94;157.36;451.55;158.33;0.85;0.15;0.46;0.54;;5
filler-2;;0;;1;1;1;1;0;;10;0.70;172.48;164.45;180.70;164.93;0.60;0.40;0.00;1.00;;4
filler-2_corrected;;0;;1;1;1;1;0;;10;0.70;361.70;128.81;379.72;128.97;1.00;0.00;0.40;0.60;;4
FULL_BAY_Current_cell1;;0;;0;1;1;1;1;;6;0.67;148.64;270.56;160.17;281.72;0.67;0.33;0.33;0.67;;2
FULL_BAY_Current_cell1_corrected;;0;;0;0;1;1;1;;6;0.00;10772.79;3113.47;11552.12;3306.99;0.83;0.17;0.33;0.67;;2
XXX-translation-1;;0;;0;1;1;1;1;;6;1.00;238.45;135.69;245.76;135.83;0.50;0.50;0.50;0.50;;2
XXX-translation-1_corrected;;0;;0;1;0;0;0;;6;0.83;225.58;39.76;226.25;39.87;1.00;0.00;0.33;0.67;;2
3_SHELVES_Current_cell1;;1;;1;1;1;1;1;;28;0.89;235.01;201.67;235.52;202.69;0.68;0.32;0.21;0.79;;9
3_SHELVES_Current_cell1_corrected;;1;;1;1;1;1;1;;28;0.82;959.57;379.99;991.07;392.05;0.89;0.11;0.50;0.50;;9
XXX-translation-2;;0;;0;1;1;1;1;;7;0.71;266.91;249.21;272.29;268.84;0.71;0.29;0.43;0.57;;2
XXX-translation-2_corrected;;0;;0;1;1;1;1;;7;0.71;555.91;198.78;563.87;201.55;0.86;0.14;0.57;0.43;;2
PRODUCT_SHOT_skinless_current_cell1;;1;;1;1;1;1;1;;80;1.00;141.17;96.06;142.19;96.14;0.74;0.26;0.31;0.69;;31
PRODUCT_SHOT_skinless_current_cell1_corrected;;0;;1;1;0;0;0;;80;0.94;207.89;80.33;211.30;82.18;0.94;0.06;0.71;0.29;;31
